Group,Opt. Flag,NThreads,Loop,BCO,Identifier,Metric,Sum,Min,Max,Avg,
L3,O2,2,ijk,0,L3_O2_P2_ijk,Runtime (RDTSC) [s] STAT,164.3676,41.0919,41.0919,41.0919,
L3,O2,2,jki,32,L3_O2_P2_jki_bco_32,Runtime (RDTSC) [s] STAT,124.0376,31.0094,31.0094,31.0094,
L3,O2,2,jki,128,L3_O2_P2_jki_bco_128,Runtime (RDTSC) [s] STAT,68.0468,17.0117,17.0117,17.0117,
L3,O2,2,kji,64,L3_O2_P2_kji_bco_64,Runtime (RDTSC) [s] STAT,75.0992,18.7748,18.7748,18.7748,
L3,O2,2,jik,128,L3_O2_P2_jik_bco_128,Runtime (RDTSC) [s] STAT,40.7088,10.1772,10.1772,10.1772,
L3,O2,2,kji,2048,L3_O2_P2_kji_bco_2048,Runtime (RDTSC) [s] STAT,351.6124,87.9031,87.9031,87.9031,
L3,O2,2,kij,16,L3_O2_P2_kij_bco_16,Runtime (RDTSC) [s] STAT,197.9660,49.4915,49.4915,49.4915,
L3,O2,2,kij,2048,L3_O2_P2_kij_bco_2048,Runtime (RDTSC) [s] STAT,16.2152,4.0538,4.0538,4.0538,
L3,O2,2,ijk,512,L3_O2_P2_ijk_bco_512,Runtime (RDTSC) [s] STAT,36.3016,9.0754,9.0754,9.0754,
L3,O2,2,kij,1024,L3_O2_P2_kij_bco_1024,Runtime (RDTSC) [s] STAT,17.4072,4.3518,4.3518,4.3518,
L3,O2,2,jik,256,L3_O2_P2_jik_bco_256,Runtime (RDTSC) [s] STAT,36.0800,9.0200,9.0200,9.0200,
L3,O2,2,ijk,32,L3_O2_P2_ijk_bco_32,Runtime (RDTSC) [s] STAT,127.6888,31.9222,31.9222,31.9222,
L3,O2,2,kij,512,L3_O2_P2_kij_bco_512,Runtime (RDTSC) [s] STAT,20.8668,5.2167,5.2167,5.2167,
L3,O2,2,kji,1024,L3_O2_P2_kji_bco_1024,Runtime (RDTSC) [s] STAT,249.6576,62.4144,62.4144,62.4144,
L3,O2,2,ikj,0,L3_O2_P2_ikj,Runtime (RDTSC) [s] STAT,13.7736,3.4434,3.4434,3.4434,
L3,O2,2,ijk,1024,L3_O2_P2_ijk_bco_1024,Runtime (RDTSC) [s] STAT,52.0424,13.0106,13.0106,13.0106,
L3,O2,2,jik,64,L3_O2_P2_jik_bco_64,Runtime (RDTSC) [s] STAT,60.4356,15.1089,15.1089,15.1089,
L3,O1,1,ikj,1024,L3_O1_P1_ikj_bco_1024,Runtime (RDTSC) [s] STAT,36.7812,9.1953,9.1953,9.1953,
L3,O1,1,ijk,16,L3_O1_P1_ijk_bco_16,Runtime (RDTSC) [s] STAT,72.0656,18.0164,18.0164,18.0164,
L3,O1,1,jik,1024,L3_O1_P1_jik_bco_1024,Runtime (RDTSC) [s] STAT,155.2200,38.8050,38.8050,38.8050,
L3,O1,1,jik,0,L3_O1_P1_jik,Runtime (RDTSC) [s] STAT,308.8964,77.2241,77.2241,77.2241,
L3,O1,1,ikj,32,L3_O1_P1_ikj_bco_32,Runtime (RDTSC) [s] STAT,45.2236,11.3059,11.3059,11.3059,
L3,O1,1,ikj,64,L3_O1_P1_ikj_bco_64,Runtime (RDTSC) [s] STAT,42.9796,10.7449,10.7449,10.7449,
L3,O1,1,kji,512,L3_O1_P1_kji_bco_512,Runtime (RDTSC) [s] STAT,153.1360,38.2840,38.2840,38.2840,
L3,O1,1,jik,2048,L3_O1_P1_jik_bco_2048,Runtime (RDTSC) [s] STAT,299.1784,74.7946,74.7946,74.7946,
L3,O1,1,kji,128,L3_O1_P1_kji_bco_128,Runtime (RDTSC) [s] STAT,79.6440,19.9110,19.9110,19.9110,
L3,O1,1,ijk,256,L3_O1_P1_ijk_bco_256,Runtime (RDTSC) [s] STAT,86.6464,21.6616,21.6616,21.6616,
L3,O1,1,jki,16,L3_O1_P1_jki_bco_16,Runtime (RDTSC) [s] STAT,56.8256,14.2064,14.2064,14.2064,
L3,O1,1,jik,16,L3_O1_P1_jik_bco_16,Runtime (RDTSC) [s] STAT,72.1788,18.0447,18.0447,18.0447,
L3,O1,1,ijk,128,L3_O1_P1_ijk_bco_128,Runtime (RDTSC) [s] STAT,84.2520,21.0630,21.0630,21.0630,
L3,O1,1,kij,128,L3_O1_P1_kij_bco_128,Runtime (RDTSC) [s] STAT,40.1656,10.0414,10.0414,10.0414,
L3,O1,1,jik,512,L3_O1_P1_jik_bco_512,Runtime (RDTSC) [s] STAT,88.8388,22.2097,22.2097,22.2097,
L3,O1,1,jki,2048,L3_O1_P1_jki_bco_2048,Runtime (RDTSC) [s] STAT,610.3392,152.5848,152.5848,152.5848,
L3,O1,1,ikj,256,L3_O1_P1_ikj_bco_256,Runtime (RDTSC) [s] STAT,37.9084,9.4771,9.4771,9.4771,
L3,O1,1,kji,16,L3_O1_P1_kji_bco_16,Runtime (RDTSC) [s] STAT,55.9492,13.9873,13.9873,13.9873,
L3,O1,1,kij,64,L3_O1_P1_kij_bco_64,Runtime (RDTSC) [s] STAT,42.8712,10.7178,10.7178,10.7178,
L3,O1,1,kij,0,L3_O1_P1_kij,Runtime (RDTSC) [s] STAT,38.4372,9.6093,9.6093,9.6093,
L3,O1,1,jki,1024,L3_O1_P1_jki_bco_1024,Runtime (RDTSC) [s] STAT,480.1560,120.0390,120.0390,120.0390,
L3,O1,1,ijk,2048,L3_O1_P1_ijk_bco_2048,Runtime (RDTSC) [s] STAT,294.3112,73.5778,73.5778,73.5778,
L3,O1,1,ijk,64,L3_O1_P1_ijk_bco_64,Runtime (RDTSC) [s] STAT,81.3212,20.3303,20.3303,20.3303,
L3,O1,1,ikj,512,L3_O1_P1_ikj_bco_512,Runtime (RDTSC) [s] STAT,37.0668,9.2667,9.2667,9.2667,
L3,O1,1,kji,32,L3_O1_P1_kji_bco_32,Runtime (RDTSC) [s] STAT,47.2508,11.8127,11.8127,11.8127,
L3,O1,1,ikj,128,L3_O1_P1_ikj_bco_128,Runtime (RDTSC) [s] STAT,39.7996,9.9499,9.9499,9.9499,
L3,O1,1,kij,32,L3_O1_P1_kij_bco_32,Runtime (RDTSC) [s] STAT,45.7508,11.4377,11.4377,11.4377,
L3,O1,1,jki,0,L3_O1_P1_jki,Runtime (RDTSC) [s] STAT,611.9732,152.9933,152.9933,152.9933,
L3,O1,1,kji,0,L3_O1_P1_kji,Runtime (RDTSC) [s] STAT,616.1332,154.0333,154.0333,154.0333,
L3,O1,1,jki,256,L3_O1_P1_jki_bco_256,Runtime (RDTSC) [s] STAT,87.5704,21.8926,21.8926,21.8926,
L3,O1,1,jik,32,L3_O1_P1_jik_bco_32,Runtime (RDTSC) [s] STAT,73.1276,18.2819,18.2819,18.2819,
L3,O1,1,ikj,16,L3_O1_P1_ikj_bco_16,Runtime (RDTSC) [s] STAT,54.1228,13.5307,13.5307,13.5307,
L3,O1,1,jki,512,L3_O1_P1_jki_bco_512,Runtime (RDTSC) [s] STAT,138.2092,34.5523,34.5523,34.5523,
L3,O1,1,kji,256,L3_O1_P1_kji_bco_256,Runtime (RDTSC) [s] STAT,90.7824,22.6956,22.6956,22.6956,
L3,O1,1,jki,64,L3_O1_P1_jki_bco_64,Runtime (RDTSC) [s] STAT,46.6124,11.6531,11.6531,11.6531,
L3,O1,1,kij,256,L3_O1_P1_kij_bco_256,Runtime (RDTSC) [s] STAT,38.1248,9.5312,9.5312,9.5312,
L3,O1,1,ikj,2048,L3_O1_P1_ikj_bco_2048,Runtime (RDTSC) [s] STAT,37.5980,9.3995,9.3995,9.3995,
L3,O1,1,ijk,0,L3_O1_P1_ijk,Runtime (RDTSC) [s] STAT,296.2752,74.0688,74.0688,74.0688,
L3,O1,1,jki,32,L3_O1_P1_jki_bco_32,Runtime (RDTSC) [s] STAT,51.4716,12.8679,12.8679,12.8679,
L3,O1,1,jki,128,L3_O1_P1_jki_bco_128,Runtime (RDTSC) [s] STAT,79.9036,19.9759,19.9759,19.9759,
L3,O1,1,kji,64,L3_O1_P1_kji_bco_64,Runtime (RDTSC) [s] STAT,46.3920,11.5980,11.5980,11.5980,
L3,O1,1,jik,128,L3_O1_P1_jik_bco_128,Runtime (RDTSC) [s] STAT,84.1444,21.0361,21.0361,21.0361,
L3,O1,1,kji,2048,L3_O1_P1_kji_bco_2048,Runtime (RDTSC) [s] STAT,605.6476,151.4119,151.4119,151.4119,
L3,O1,1,kij,16,L3_O1_P1_kij_bco_16,Runtime (RDTSC) [s] STAT,55.0444,13.7611,13.7611,13.7611,
L3,O1,1,kij,2048,L3_O1_P1_kij_bco_2048,Runtime (RDTSC) [s] STAT,38.4436,9.6109,9.6109,9.6109,
L3,O1,1,ijk,512,L3_O1_P1_ijk_bco_512,Runtime (RDTSC) [s] STAT,88.7676,22.1919,22.1919,22.1919,
L3,O1,1,kij,1024,L3_O1_P1_kij_bco_1024,Runtime (RDTSC) [s] STAT,38.6884,9.6721,9.6721,9.6721,
L3,O1,1,jik,256,L3_O1_P1_jik_bco_256,Runtime (RDTSC) [s] STAT,87.5676,21.8919,21.8919,21.8919,
L3,O1,1,ijk,32,L3_O1_P1_ijk_bco_32,Runtime (RDTSC) [s] STAT,71.3600,17.8400,17.8400,17.8400,
L3,O1,1,kij,512,L3_O1_P1_kij_bco_512,Runtime (RDTSC) [s] STAT,37.2504,9.3126,9.3126,9.3126,
L3,O1,1,kji,1024,L3_O1_P1_kji_bco_1024,Runtime (RDTSC) [s] STAT,483.5948,120.8987,120.8987,120.8987,
L3,O1,1,ikj,0,L3_O1_P1_ikj,Runtime (RDTSC) [s] STAT,37.3400,9.3350,9.3350,9.3350,
L3,O1,1,ijk,1024,L3_O1_P1_ijk_bco_1024,Runtime (RDTSC) [s] STAT,97.3056,24.3264,24.3264,24.3264,
L3,O1,1,jik,64,L3_O1_P1_jik_bco_64,Runtime (RDTSC) [s] STAT,80.5692,20.1423,20.1423,20.1423,
